asset_id,label,category,source_filename,source_location_note,source_kind,width,height,preview_path,sha256_original_prefix,privacy_class,status,metadata_note
mv-gp-065,Pacific Northwest coastal campaign artwork 065,pnw-campaign-art,"ChatGPT Image Jun 2, 2026, 11_26_34 PM (2).png",local image export retained off-repo,local export from Google Photos / ChatGPT image generation,1916,821,asset-library/google-photos-maxwell/previews/mv-gp-065-pnw-campaign-art.webp,daba822f204d8c0e,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-gp-066,Pacific Northwest coastal campaign artwork 066,pnw-campaign-art,"ChatGPT Image Jun 2, 2026, 11_26_34 PM (3).png",local image export retained off-repo,local export from Google Photos / ChatGPT image generation,1254,1254,asset-library/google-photos-maxwell/previews/mv-gp-066-pnw-campaign-art.webp,572d57641230c6d4,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-gp-067,Pacific Northwest coastal campaign artwork 067,pnw-campaign-art,"ChatGPT Image Jun 2, 2026, 11_26_34 PM (4).png",local image export retained off-repo,local export from Google Photos / ChatGPT image generation,1122,1402,asset-library/google-photos-maxwell/previews/mv-gp-067-pnw-campaign-art.webp,67f6042c3e3c44c0,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-gp-068,Pacific Northwest coastal campaign artwork 068,pnw-campaign-art,"ChatGPT Image Jun 2, 2026, 11_26_34 PM (5).png",local image export retained off-repo,local export from Google Photos / ChatGPT image generation,941,1672,asset-library/google-photos-maxwell/previews/mv-gp-068-pnw-campaign-art.webp,2d9312a2e442ab57,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-gp-069,Pacific Northwest coastal campaign artwork 069,pnw-campaign-art,"ChatGPT Image Jun 2, 2026, 11_26_34 PM (6).png",local image export retained off-repo,local export from Google Photos / ChatGPT image generation,2172,724,asset-library/google-photos-maxwell/previews/mv-gp-069-pnw-campaign-art.webp,a659fbe85e316d06,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-gp-070,Gold evergreen crest and monogram candidate 070,logo-crest-candidate,Untitled design (1).svg.png,local image export retained off-repo,local export from Google Photos / ChatGPT image generation,1024,1024,asset-library/google-photos-maxwell/previews/mv-gp-070-logo-crest-candidate.webp,b58ad40e75d373c6,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-gp-071,Pacific Northwest coastal campaign artwork 071,pnw-campaign-art,"ChatGPT Image Jun 2, 2026, 11_26_34 PM (2) (1).png",local image export retained off-repo,local export from Google Photos / ChatGPT image generation,399,171,asset-library/google-photos-maxwell/previews/mv-gp-071-pnw-campaign-art.webp,e270827823d1e84a,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-gp-072,Pacific Northwest coastal campaign artwork 072,pnw-campaign-art,"ChatGPT Image Jun 3, 2026, 12_02_40 AM.png",local image export retained off-repo,local export from Google Photos / ChatGPT image generation,1672,941,asset-library/google-photos-maxwell/previews/mv-gp-072-pnw-campaign-art.webp,f8aba71bf9c27ce3,public-candidate,candidate-needs-owner-review,"Preview derivative was re-encoded; do not commit raw Google Photos links, IDs, EXIF, or GPS metadata."
mv-svg-001,mv logo lockup vector source,logo-vector-source,logo.svg,local SVG source retained off-repo,local SVG export from Maxwell Ventures Website Assets,,,asset-library/google-photos-maxwell/svg-source/mv-logo-lockup-vector-source.svg,33c7921541dfcd45,owner-review,source-vector-needs-owner-review,Large vector source copied without private transcript or Google Photos URL metadata.
mv-svg-002,mv wordmark vector source,wordmark-vector-source,textmaxwellventures.svg,local SVG source retained off-repo,local SVG export from Maxwell Ventures Website Assets,,,asset-library/google-photos-maxwell/svg-source/mv-wordmark-vector-source.svg,de2d2d2650193df6,owner-review,source-vector-needs-owner-review,Large vector source copied without private transcript or Google Photos URL metadata.
mv-svg-003,mv team max vector source,team-vector-source,anthony.svg,local SVG source retained off-repo,local SVG export from Maxwell Ventures Website Assets,,,asset-library/google-photos-maxwell/svg-source/mv-team-max-vector-source.svg,479f5ca5c6290cda,owner-review,source-vector-needs-owner-review,Large vector source copied without private transcript or Google Photos URL metadata.
mv-svg-004,mv team alexander vector source,team-vector-source,alexander.svg,local SVG source retained off-repo,local SVG export from Maxwell Ventures Website Assets,,,asset-library/google-photos-maxwell/svg-source/mv-team-alexander-vector-source.svg,3133f92c77bcf6d3,owner-review,source-vector-needs-owner-review,Large vector source copied without private transcript or Google Photos URL metadata.
mv-svg-005,mv team rae vector source,team-vector-source,rae.svg,local SVG source retained off-repo,local SVG export from Maxwell Ventures Website Assets,,,asset-library/google-photos-maxwell/svg-source/mv-team-rae-vector-source.svg,b076ca2467eec428,owner-review,source-vector-needs-owner-review,Large vector source copied without private transcript or Google Photos URL metadata.
mv-svg-006,mv team group vector source,team-vector-source,team.svg,local SVG source retained off-repo,local SVG export from Maxwell Ventures Website Assets,,,asset-library/google-photos-maxwell/svg-source/mv-team-group-vector-source.svg,9ef6ceef08d91b4e,owner-review,source-vector-needs-owner-review,Large vector source copied without private transcript or Google Photos URL metadata.
